text,audio_path
A bell is chiming while moving in a stream of traffic.,clotho_16k/fire_engine_patrolling.wav
"A city trolley car dings along, first coming, then going away.",clotho_16k/fire_engine_patrolling.wav
A stream of traffic moves by while a bell chimes.,clotho_16k/fire_engine_patrolling.wav
The bell on a trolley car rings and it gets louder as it passes by and then it fades.,clotho_16k/fire_engine_patrolling.wav
The ringing bell on a trolley car gets louder as it passes by and then fades.,clotho_16k/fire_engine_patrolling.wav
"On a windy day, howling gusts of wind blow.",clotho_16k/wind_howl2_mono.wav
Wind is whistling as it blows rapidly across the earth.,clotho_16k/wind_howl2_mono.wav
Winds blow at high speeds creating a whistling effect,clotho_16k/wind_howl2_mono.wav
Winds create a whistling effect as it blows at high speeds,clotho_16k/wind_howl2_mono.wav
wind is whistling as it blows quickly across the earth,clotho_16k/wind_howl2_mono.wav
A group of ducks and some other birds are making noise.,clotho_16k/Ravens.wav
A multitude of crows are cackling and song birds are singing in the background.,clotho_16k/Ravens.wav
Birds in the forest are squawking and cawing loudly.,clotho_16k/Ravens.wav
Many crows are cackling and song birds are singing in the background.,clotho_16k/Ravens.wav
birds are squawking and cawing in the forest,clotho_16k/Ravens.wav
A multitude of birds chirping covers a few children talking quietly.,clotho_16k/The return of spring.wav
"As a woman speaks, birds are chirping loudly.",clotho_16k/The return of spring.wav
Birds are chirping loudly and a woman speaks.,clotho_16k/The return of spring.wav
Birds chirping in a tree with children talking in the distance.,clotho_16k/The return of spring.wav
The birds are chirping in a tree and children are talking in the distance.,clotho_16k/The return of spring.wav
A metal object being pulled across the surface of another metal object and another machine running in the background.,clotho_16k/glass (4).wav
A metal object is being pulled across the surface of another and a machine is running in the background.,clotho_16k/glass (4).wav
A sharp tune of a instrument with high notes.,clotho_16k/glass (4).wav
Someone plays a long note on a musical instrument.,clotho_16k/glass (4).wav
Someone sharply plays high notes on an instrument.,clotho_16k/glass (4).wav
A plane is flying in the sky and passing by.,clotho_16k/110911_german_Junkers_52_motorplane_in_rain_.wav
A plane passed overhead as I came out the door.,clotho_16k/110911_german_Junkers_52_motorplane_in_rain_.wav
"A propeller operated plane is flying overhead, creating a deep dull roar.",clotho_16k/110911_german_Junkers_52_motorplane_in_rain_.wav
A vehicle is continuously running at the same speed.,clotho_16k/110911_german_Junkers_52_motorplane_in_rain_.wav
Near the airport many airplanes fly overhead and in the distance.,clotho_16k/110911_german_Junkers_52_motorplane_in_rain_.wav
A flock of seagulls that are making some noises.,clotho_16k/20111208_beauty.and.3.beasts.wav
Cars zoom by and the sea gulls get louder.,clotho_16k/20111208_beauty.and.3.beasts.wav
Cars zoom by as the sea gulls get louder.,clotho_16k/20111208_beauty.and.3.beasts.wav
Some birds are chirping in the background while some airplanes pass by.,clotho_16k/20111208_beauty.and.3.beasts.wav
Two passing vehicles and chattering of sea gulls in the background.,clotho_16k/20111208_beauty.and.3.beasts.wav
A person is walking on soft ground at first and then on a crunchy surface.,clotho_16k/1136walking_through_forest.wav
A person walks on leaves and sticks that crunch underfoot.,clotho_16k/1136walking_through_forest.wav
An person is walking on soft ground at first and then on a crunchy surface.,clotho_16k/1136walking_through_forest.wav
Shoes are moving and stepping on leaves and twigs while a bird is singing in the distance.,clotho_16k/1136walking_through_forest.wav
Sticks are breaking and leaves are crunching as a person walks over them.,clotho_16k/1136walking_through_forest.wav
"After some time, a low pitched wind is blowing in the background.",clotho_16k/Evening_birds_medium_distant_thunder_dripping_gutter.wav
"Outdoors, weather, storm front thunder approaching, birds taking flight.",clotho_16k/Evening_birds_medium_distant_thunder_dripping_gutter.wav
Rain falls and rumbles of thunder approach during a thunderstorm as birds take flight.,clotho_16k/Evening_birds_medium_distant_thunder_dripping_gutter.wav
Wind blowing with object rustling and thunder rumbling.,clotho_16k/Evening_birds_medium_distant_thunder_dripping_gutter.wav
"Wind blows, leaves rustle underfoot and thunder rumbles in the distance.",clotho_16k/Evening_birds_medium_distant_thunder_dripping_gutter.wav
A loud speaker is playing a heavy static electronic noise.,clotho_16k/Distance.wav
The running of machinery slowly rises in pitch.,clotho_16k/Distance.wav
The running of machinery that slowly rises in pitch.,clotho_16k/Distance.wav
A tune goes higher and higher in volume and pitch.,clotho_16k/Distance.wav
Factory noises increase in volume as someone outside opens the glass door.,clotho_16k/Distance.wav
"A long clap of thunder, light rain falling",clotho_16k/high plains rolling thunder.wav
Light rain falling and a long clap of thunder,clotho_16k/high plains rolling thunder.wav
"One loud, long blast of thunder occurs, with raindrops splashing lightly.",clotho_16k/high plains rolling thunder.wav
"One loud, long blast of thunder with raindrops falling lightly.",clotho_16k/high plains rolling thunder.wav
Rain is falling as thunder loudly booms in the distance.,clotho_16k/high plains rolling thunder.wav
A high speed electric motor is revving at various intervals.,clotho_16k/Machine_mechanical noise_disco light.wav
Metal is cut by an electrical powered machine,clotho_16k/Machine_mechanical noise_disco light.wav
One person uses a drill while another bangs on wood with a hammer.,clotho_16k/Machine_mechanical noise_disco light.wav
Someone is sanding down a wooden board using a hand held electric sander.,clotho_16k/Machine_mechanical noise_disco light.wav
a high speed electric motor revving at various intervals,clotho_16k/Machine_mechanical noise_disco light.wav
Water continues to run into a metal container.,clotho_16k/steam radiator.wav
Water falls from up high down into an empty container,clotho_16k/steam radiator.wav
Water is being flushed down into a metal toilet.,clotho_16k/steam radiator.wav
Water is continuously running into a metal container.,clotho_16k/steam radiator.wav
water being spun down into a metal toilet.,clotho_16k/steam radiator.wav
A person is walking among dry leaves and small tree branches are crunching under their feet.,clotho_16k/walking in gravel 2.wav
A person walking among dry leaves and small tree branches crunching under their feet.,clotho_16k/walking in gravel 2.wav
A person walking down a gravel pathway by themselves.,clotho_16k/walking in gravel 2.wav
A person walking on a gravel road outdoors.,clotho_16k/walking in gravel 2.wav
A person walks by through the gravel before another person walks through the gravel.,clotho_16k/walking in gravel 2.wav
"A Duck is squawking, birds are chirping and a crow is cooing.",clotho_16k/20070303.duck.wav
"A Duck is squeaking, bird chirping and crow cooing",clotho_16k/20070303.duck.wav
A duck quacks while birds are singing in the background.,clotho_16k/20070303.duck.wav
Ducks quack while smaller birds chirp in the background.,clotho_16k/20070303.duck.wav
Ducks quacking in the foreground while other birds are chirping in the background.,clotho_16k/20070303.duck.wav
A bell is rung and a duck quacks while a vehicle approaches and passes.,clotho_16k/TrainAcrossThePark.wav
A bell ringing on a river side with a boat approaching.,clotho_16k/TrainAcrossThePark.wav
A bell ringing on the side of a river while a boat approaches.,clotho_16k/TrainAcrossThePark.wav
A bell rings and a duck quacks while a vehicle approaches and passes.,clotho_16k/TrainAcrossThePark.wav
"A vehicle passes by, as a small hammer hits against metal in the background.",clotho_16k/TrainAcrossThePark.wav
A machine is on and quietly running while squeaking.,clotho_16k/Car interior driving 1.wav
A machine operates and runs quietly while squeaking.,clotho_16k/Car interior driving 1.wav
"As hinges creak briefly, a low, rumbling mechanical hum purrs in the background.",clotho_16k/Car interior driving 1.wav
"Heavy machinery hums in the background, while someone does something to an engine.",clotho_16k/Car interior driving 1.wav
"Hinges creak briefly while a low, rumbling mechanical hum resonates in the background.",clotho_16k/Car interior driving 1.wav
A dog growling and barking loudly many times.,clotho_16k/Growling and Barking Dog.wav
A dog growling and barking loudly several times.,clotho_16k/Growling and Barking Dog.wav
"A dog growls and barks, over and over again, repetitively.",clotho_16k/Growling and Barking Dog.wav
A dog repeatedly growls and barks and growls and barks.,clotho_16k/Growling and Barking Dog.wav
The dog seems to be constantly growling and barking loudly.,clotho_16k/Growling and Barking Dog.wav
Birds are chirping many different types of songs.,clotho_16k/April dawn chorus Hilly Fields.wav
Many different types of song birds are chirping.,clotho_16k/April dawn chorus Hilly Fields.wav
Several different kinds of birds chirping by a waterfall,clotho_16k/April dawn chorus Hilly Fields.wav
Several species of birds are chirping near a waterfall.,clotho_16k/April dawn chorus Hilly Fields.wav
zoo with lots of different birds whistling noises.,clotho_16k/April dawn chorus Hilly Fields.wav
Birds sing in a wooded clearing near a street.,clotho_16k/sants_train.wav
People travelling in a car with the window wound down,clotho_16k/sants_train.wav
Someone drives a car with the window down.,clotho_16k/sants_train.wav
Someone sharpening a large knife very slowly at a distance.,clotho_16k/sants_train.wav
Voices are echoed and people move in a large marble hallway.,clotho_16k/sants_train.wav
A crowd is cheering and yelling then they clap and chant.,clotho_16k/20080629.campeones.01.wav
A crowd is clapping and making yelling noises.,clotho_16k/20080629.campeones.01.wav
Noise of people with their claps and excited with a song,clotho_16k/20080629.campeones.01.wav
"The People were shouting, chanting, and banging things.",clotho_16k/20080629.campeones.01.wav
people Cheering and chanting and clapping celebrating something,clotho_16k/20080629.campeones.01.wav
A crowd of people are cheering happily while others in the crowd cheer angrily.,clotho_16k/crowd booing.wav
A group of people cheering and celebrating loudly.,clotho_16k/crowd booing.wav
A large group of high school kids are cheering while another group cheers angrily at the same time.,clotho_16k/crowd booing.wav
An large group of high school kids is cheering while another group yells angrily at the same time.,clotho_16k/crowd booing.wav
The people in the crowd are cheering angrily and happily. ,clotho_16k/crowd booing.wav
A bell dinging with the moving of a train in the background.,clotho_16k/galvanized 2.wav
"A reverberation with a high pitch from metal striking, wind chimes with traffic in the background",clotho_16k/galvanized 2.wav
A high pitched reverberation from metal striking wind chimes with traffic in the background.,clotho_16k/galvanized 2.wav
Someone is hammering on some metal as it rings out and echoes.,clotho_16k/galvanized 2.wav
The hammering on metal ring and echoes as it is struck.,clotho_16k/galvanized 2.wav
A person is walking in place on top of the snow,clotho_16k/snowy_footsteps-15degrees-1.wav
Feet are stepping upon fresh snow as it creaks under their feet.,clotho_16k/snowy_footsteps-15degrees-1.wav
Feet stepping upon fresh snow as it creaks under their feet.,clotho_16k/snowy_footsteps-15degrees-1.wav
Someone is walking at a steady pace on soft snow covered ground.,clotho_16k/snowy_footsteps-15degrees-1.wav
